encounter_id,encounter_date,species_name,encounter_locality,encounter_adults,encounter_young,encounter_lat,encounter_lng,attractant_names,enctype_name,outcome_name,group_code
267385,2019-06-16 17:45:12,BLACK BEAR,MAPLE RIDGE,1,0,49.2413427,-122.6025959,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
267382,2019-06-16 17:24:27,BLACK BEAR,MEADOW CREEK,1,0,50.2332717,-116.9844315,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
267379,2019-06-16 16:52:57,BLACK BEAR,COQUITLAM,1,0,49.2707951,-122.8787228,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267377,2019-06-16 16:48:08,BLACK BEAR,NORTH VANCOUVER,1,0,49.3361112,-123.0780556,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267375,2019-06-16 16:41:16,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267376,2019-06-16 16:38:41,BLACK BEAR,FRUITVALE,1,0,49.1006174,-117.5376768,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267373,2019-06-16 16:23:46,BLACK BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,OTHER,AGGRESSIVE,NOT SPECIFIED,COS
267374,2019-06-16 16:20:00,BLACK BEAR,MAPLE RIDGE,1,0,49.2366604,-122.5631774,"BIRD FEEDERS, COMPOST, GARBAGE, OTHER",FOOD CONDITIONED,NOT SPECIFIED,COS
267419,2019-06-16 16:00:00,BLACK BEAR,PORT MOODY,1,0,49.2725039,-122.8764763,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267369,2019-06-16 15:59:28,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
267371,2019-06-16 15:44:08,BLACK BEAR,FAUQUIER,1,0,49.8681518,-118.071431,"GARBAGE, OTHER",FOOD CONDITIONED,NOT SPECIFIED,COS
267368,2019-06-16 15:37:30,BLACK BEAR,WEST VANCOUVER,1,0,49.3488413,-123.1296785,RESIDENTIAL - VEGETABLE GARDEN,FOOD CONDITIONED,NOT SPECIFIED,COS
267364,2019-06-16 15:15:29,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267362,2019-06-16 15:09:21,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267361,2019-06-16 14:49:32,BLACK BEAR,BLACK POOL,1,0,51.6097223,-120.1088889,LIVESTOCK,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
267359,2019-06-16 14:38:44,BLACK BEAR,SECHELT,1,0,49.4422792,-123.7180961,"GARBAGE, PETS",FOOD CONDITIONED,NOT SPECIFIED,COS
267355,2019-06-16 14:25:14,BLACK BEAR,BLACK CREEK,1,0,52.2963889,-121.0930556,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267353,2019-06-16 14:24:06,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,OTHER,WILDLIFE IN TRAP,NOT SPECIFIED,COS
267352,2019-06-16 14:21:04,BLACK BEAR,LAVINGTON,1,0,50.2277603,-119.1139871,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
267351,2019-06-16 14:17:41,BLACK BEAR,MAPLE RIDGE,1,0,49.1945284,-122.5531624,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267349,2019-06-16 14:08:03,BLACK BEAR,ABBOTSFORD,1,0,49.0532098,-122.3038106,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267348,2019-06-16 14:05:36,BLACK BEAR,SOOKE,1,0,48.3856225,-123.6333098,"COMPOST, GARBAGE",FOOD CONDITIONED,NOT SPECIFIED,COS
267346,2019-06-16 14:05:33,BLACK BEAR,MERRITT,1,0,50.1125,-120.7883333,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267345,2019-06-16 13:46:28,BLACK BEAR,LAKE COWICHAN,1,0,48.804472,-123.9482281,COMPOST,FOOD CONDITIONED,NOT SPECIFIED,COS
267347,2019-06-16 13:38:55,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267343,2019-06-16 13:37:21,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267342,2019-06-16 13:37:10,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267340,2019-06-16 13:17:39,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
267399,2019-06-16 13:15:00,BLACK BEAR,HALFMOON BAY,1,0,49.5164933,-123.9180372,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267337,2019-06-16 13:09:30,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267336,2019-06-16 12:59:46,BLACK BEAR,POWELL RIVER,1,0,49.8914214,-124.5520029,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267335,2019-06-16 12:54:59,BLACK BEAR,TERRACE,1,0,54.5163889,-128.5997222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267334,2019-06-16 12:34:54,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267356,2019-06-16 12:30:00,BLACK BEAR,KELOWNA,1,0,49.8880556,-119.4955556,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267332,2019-06-16 12:26:34,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267331,2019-06-16 12:15:34,BLACK BEAR,ABBOTSFORD,1,0,49.0498381,-122.2846193,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267328,2019-06-16 11:55:26,BLACK BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
267325,2019-06-16 11:48:17,BLACK BEAR,CHILLIWACK,1,0,49.074168,-122.0504866,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267324,2019-06-16 11:30:05,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267323,2019-06-16 11:26:29,BLACK BEAR,COURTENAY,1,0,49.6894445,-124.9958333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267320,2019-06-16 11:21:00,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
267327,2019-06-16 11:20:00,BLACK BEAR,COQUITLAM,1,0,49.2954638,-122.7707078,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267321,2019-06-16 11:07:56,BLACK BEAR,WEST VANCOUVER,1,0,49.3732335,-123.2865163,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267318,2019-06-16 10:47:37,BLACK BEAR,WEST VANCOUVER,1,0,49.3731121,-123.2867024,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267317,2019-06-16 10:41:14,BLACK BEAR,COQUITLAM,1,0,49.288185,-122.7824882,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267316,2019-06-16 10:39:28,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267313,2019-06-16 10:23:00,BLACK BEAR,LANGFORD,1,0,48.4136673,-123.5118395,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267312,2019-06-16 10:15:53,BLACK BEAR,HONEYMOON BAY,1,0,48.8164775,-124.1680214,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267308,2019-06-16 09:47:31,BLACK BEAR,ABBOTSFORD,1,0,49.0674686,-122.2522268,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267307,2019-06-16 09:46:00,BLACK BEAR,SIDNEY,1,0,48.691159,-123.4428842,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267304,2019-06-16 09:35:46,BLACK BEAR,BLACK CREEK,1,0,52.2963889,-121.0930556,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,GONE ON ARRIVAL,COS
267305,2019-06-16 09:29:58,BLACK BEAR,,1,0,53.913051,-122.7452849,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267302,2019-06-16 09:15:32,BLACK BEAR,ABBOTSFORD,1,0,49.048785,-122.2756893,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267301,2019-06-16 09:02:33,BLACK BEAR,NORTH COWICHAN,1,0,48.8320281,-123.7406818,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267298,2019-06-16 08:56:05,BLACK BEAR,ABBOTSFORD,1,0,49.0693488,-122.2513363,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267297,2019-06-16 08:54:00,BLACK BEAR,LANGFORD,1,0,48.4497223,-123.5044444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267299,2019-06-16 08:53:03,BLACK BEAR,ABBOTSFORD,1,0,49.0693488,-122.2513363,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267295,2019-06-16 08:48:51,BLACK BEAR,BLACK CREEK,1,0,52.2963889,-121.0930556,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,GONE ON ARRIVAL,COS
267293,2019-06-16 08:29:32,BLACK BEAR,SECHELT,1,0,49.49952,-123.9098201,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267365,2019-06-16 08:00:00,BLACK BEAR,FORT ST JAMES,1,0,54.4182117,-124.3338867,BEEHIVE,DAMAGE TO PROPERTY,NOT SPECIFIED,COS
267289,2019-06-16 07:58:10,BLACK BEAR,QUALICUM BEACH,1,0,49.3988306,-124.6238656,"GARBAGE, RESIDENTIAL - FRUIT TREES/BERRIES",FOOD CONDITIONED,NOT SPECIFIED,COS
267296,2019-06-16 07:43:45,BLACK BEAR,SOUTH BANK,1,0,53.9369386,-125.6768976,OTHER,AGGRESSIVE,NOT SPECIFIED,COS
267290,2019-06-16 07:02:00,BLACK BEAR,SOOKE,1,0,48.3827778,-123.7319444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267319,2019-06-16 07:00:00,BLACK BEAR,SALMON AM,1,0,50.5675274,-119.3656124,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267344,2019-06-16 05:00:00,BLACK BEAR,SOOKE,1,0,48.38956,-123.6664498,NOT APPLICABLE,DAMAGE TO PROPERTY,NOT SPECIFIED,COS
267287,2019-06-16 04:00:00,BLACK BEAR,ABBOTSFORD,1,0,49.0533353,-122.2993399,BIRD FEEDERS,FOOD CONDITIONED,NOT SPECIFIED,COS
267128,2019-06-16 03:24:20,GRIZZLY BEAR,PANORAMA,0,1,50.45688788,-116.24372023,UNKNOWN,SIGHTINGS,,GENP
267381,2019-06-16 02:30:00,BLACK BEAR,SOOKE,1,0,48.3937921,-123.6604576,NOT APPLICABLE,LIVESTOCK/PETS - KILLED/INJURED,NOT SPECIFIED,COS
267286,2019-06-16 02:13:46,BLACK BEAR,DUNCAN,1,0,48.7771499,-123.7147966,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
267338,2019-06-16 01:00:00,BLACK BEAR,ABBOTSFORD,1,0,49.0474185,-122.2752915,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267285,2019-06-16 00:30:20,BLACK BEAR,MISSION,1,0,49.1366717,-122.3342571,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267326,2019-06-16 00:00:00,BLACK BEAR,ABBOTSFORD,1,0,49.0401159,-122.2375451,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267283,2019-06-15 22:52:52,BLACK BEAR,MISSION,1,0,49.1591667,-122.2838889,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267281,2019-06-15 22:46:51,BLACK BEAR,VICTORIA,1,0,48.4283334,-123.3647222,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267279,2019-06-15 22:21:33,BLACK BEAR,KITIMAT,1,0,54.0533334,-128.6522222,NOT APPLICABLE,ORPHANED,NOT SPECIFIED,COS
267278,2019-06-15 21:59:45,BLACK BEAR,KIMBERLEY,1,0,49.6750536,-115.9835637,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
267275,2019-06-15 21:49:16,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267271,2019-06-15 21:24:01,BLACK BEAR,PORT HARDY,1,0,50.7244445,-127.4980556,GARBAGE,DAMAGE TO PROPERTY,NOT SPECIFIED,COS
267276,2019-06-15 21:00:17,BLACK BEAR,PORT COQUITLAM,1,0,49.2619445,-122.7802778,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267269,2019-06-15 20:47:08,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267270,2019-06-15 20:34:30,BLACK BEAR,COURTENAY,1,0,49.7141502,-124.996027,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
267268,2019-06-15 20:27:22,BLACK BEAR,NANAIMO,1,0,49.1994729,-124.0264423,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267267,2019-06-15 20:26:00,BLACK BEAR,UCLUELET,1,0,48.9416086,-125.5560068,FREEZER,FOOD CONDITIONED,NOT SPECIFIED,COS
267265,2019-06-15 20:09:32,BLACK BEAR,PRINCE GEORGE,1,0,53.9089296,-122.8132227,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267264,2019-06-15 20:08:34,BLACK BEAR,MAPLE RIDGE,1,0,49.2295382,-122.5954403,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267259,2019-06-15 19:36:54,GRIZZLY BEAR,CLEARWATER,1,0,51.6455556,-120.0325,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
267257,2019-06-15 19:31:20,BLACK BEAR,UCLUELET,1,0,48.9434897,-125.5504928,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
267256,2019-06-15 19:27:57,BLACK BEAR,WHISTLER,1,0,50.0947878,-122.9974007,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267255,2019-06-15 19:12:36,GRIZZLY BEAR,PANORAMA,1,0,50.4583334,-116.2375,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267253,2019-06-15 18:51:55,BLACK BEAR,PORT COQUITLAM,1,0,49.285271,-122.7522679,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267254,2019-06-15 18:50:28,BLACK BEAR,HALFMOON BAY,1,0,49.5119656,-123.9068443,GARBAGE,ORPHANED,NOT SPECIFIED,COS
267251,2019-06-15 18:48:07,BLACK BEAR,PORT COQUITLAM,1,0,49.2619445,-122.7802778,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267250,2019-06-15 18:45:20,BLACK BEAR,FERNIE,1,0,49.5041667,-115.0627778,OTHER,SCHOOL/PARK/PLAYGROUND,ADVICE PROVIDED,COS
267252,2019-06-15 18:35:25,BLACK BEAR,QUATSI LAKE,1,0,50.6988773,-127.4816733,NOT APPLICABLE,SIGHTINGS,ADVICE PROVIDED,COS
267248,2019-06-15 18:29:11,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267249,2019-06-15 18:18:04,BLACK BEAR,WHISTLER,1,0,50.1172223,-122.9547222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267247,2019-06-15 18:15:07,BLACK BEAR,SQUAMISH,1,0,49.7486129,-123.1046712,NOT APPLICABLE,ORPHANED,NOT SPECIFIED,COS
267246,2019-06-15 18:11:30,BLACK BEAR,NANAIMO,1,0,49.1984278,-124.0244435,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267243,2019-06-15 18:02:53,BLACK BEAR,GALENA BAY,1,0,50.6743776,-117.8246774,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
267240,2019-06-15 17:39:03,BLACK BEAR,PORT COQUITLAM,1,0,49.2619445,-122.7802778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267241,2019-06-15 17:36:17,BLACK BEAR,KELOWNA,1,0,49.8880556,-119.4955556,NOT APPLICABLE,AGGRESSIVE,ADVICE PROVIDED,COS
267239,2019-06-15 17:30:42,BLACK BEAR,SECHELT,1,0,49.4842315,-123.7675755,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267237,2019-06-15 17:20:28,BLACK BEAR,COQUITLAM,1,0,49.2841667,-122.7936111,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267235,2019-06-15 16:29:24,BLACK BEAR,SUMMERLAND,1,0,49.6153777,-119.7007011,"COMPOST, GARBAGE",FOOD CONDITIONED,NOT SPECIFIED,COS
267234,2019-06-15 16:23:11,BLACK BEAR,PRINCE GEORGE,1,0,53.9130556,-122.7452778,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
267233,2019-06-15 16:17:28,BLACK BEAR,NANAIMO,1,0,49.1992668,-124.0264922,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267236,2019-06-15 16:16:35,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267231,2019-06-15 16:09:12,BLACK BEAR,PORT MOODY,1,0,49.2822223,-122.8294444,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267230,2019-06-15 15:58:53,BLACK BEAR,NANAIMO,1,0,49.1638889,-123.9380556,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267226,2019-06-15 15:37:06,BLACK BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SCHOOL/PARK/PLAYGROUND,ADVICE PROVIDED,COS
267227,2019-06-15 15:32:28,BLACK BEAR,ABBOTSFORD,1,0,49.0498381,-122.2846193,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267225,2019-06-15 15:10:48,GRIZZLY BEAR,INVERMERE,1,0,50.5058334,-116.0305556,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267223,2019-06-15 15:08:01,BLACK BEAR,CASTLEGAR,1,0,49.26622,-117.6522814,GARBAGE,FOOD CONDITIONED,OTHER,COS
267220,2019-06-15 15:06:40,BLACK BEAR,PRINCE GEORGE,1,0,53.8686712,-122.7623387,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267221,2019-06-15 15:01:25,BLACK BEAR,PORT ALBERNI,1,0,49.2587166,-124.8077263,NOT APPLICABLE,CONFINED,NOT SPECIFIED,COS
267219,2019-06-15 14:55:13,BLACK BEAR,MAPLE RIDGE,1,0,49.22558,-122.539336,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
267218,2019-06-15 14:48:19,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,RESIDENTIAL - FRUIT TREES/BERRIES,FOOD CONDITIONED,NOT SPECIFIED,COS
267216,2019-06-15 14:38:38,BLACK BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,INJURED/DISTRESSED,NOT SPECIFIED,COS
267215,2019-06-15 14:35:28,BLACK BEAR,COWICHAN STATION,1,0,48.6992845,-123.6578754,COMMERCIAL - VINEYARDS/ORCHARD,FOOD CONDITIONED,NOT SPECIFIED,COS
267211,2019-06-15 14:24:54,BLACK BEAR,SECEHLT,1,0,49.4822917,-123.7656134,GARBAGE,FOOD CONDITIONED,ADVICE PROVIDED,COS
267212,2019-06-15 14:16:34,BLACK BEAR,KELOWNA,1,0,50.118193,-119.5108831,GARBAGE,FOOD CONDITIONED,NOT SPECIFIED,COS
267210,2019-06-15 14:14:36,BLACK BEAR,PEACHLAND,1,0,49.7738889,-119.7363889,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267209,2019-06-15 14:01:59,BLACK BEAR,ABBOTSFORD,1,0,49.0498381,-122.2846193,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267214,2019-06-15 14:00:00,BLACK BEAR,GRAND FORKS,1,0,49.0311112,-118.4391667,NOT APPLICABLE,INJURED/DISTRESSED,ADVICE PROVIDED,COS
267242,2019-06-15 14:00:00,BLACK BEAR,CAMPBELL RIVER,1,0,50.0230556,-125.2436111,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267207,2019-06-15 13:59:09,BLACK BEAR,ABBOTSFORD,1,0,49.0498381,-122.2846193,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267202,2019-06-15 13:51:42,BLACK BEAR,BLACK CREEK,1,0,52.2963889,-121.0930556,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267200,2019-06-15 13:50:27,BLACK BEAR,ABBOTSFORD,1,0,49.0491731,-122.2253751,GARBAGE,SCHOOL/PARK/PLAYGROUND,NOT SPECIFIED,COS
267205,2019-06-15 13:48:18,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267204,2019-06-15 13:48:00,BLACK BEAR,SQUAMISH,1,0,49.6980556,-123.1558333,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267222,2019-06-15 13:44:00,BLACK BEAR,WEST VANCOUVER,1,0,49.3311112,-123.1597222,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267199,2019-06-15 13:38:29,BLACK BEAR,FERNIE,1,0,49.5041667,-115.0627778,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267201,2019-06-15 13:30:00,BLACK BEAR,ABBOTSFORD,1,0,49.0613189,-122.2734283,NOT APPLICABLE,SIGHTINGS,NOT SPECIFIED,COS
267197,2019-06-15 13:28:27,BLACK BEAR,CAPBELL RIVER,2,0,49.933172,-125.1922193,NOT APPLICABLE,DAMAGE TO PROPERTY,GONE ON ARRIVAL,COS
267196,2019-06-15 13:15:00,BLACK BEAR,REVELSTOKE,1,0,50.9988889,-118.1958333,NOT APPLICABLE,ORPHANED,NOT SPECIFIED,COS
267193,2019-06-15 13:13:37,BLACK BEAR,WHISKEY CREEK,1,0,49.3039845,-124.5243147,OTHER,FOOD CONDITIONED,NOT SPECIFIED,COS
267208,2019-06-15 13:00:00,BLACK BEAR,PEMBERTON,1,0,50.3213593,-122.7567858,NOT APPLICABLE,AGGRESSIVE,NOT SPECIFIED,COS
